Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps 
CATAMARCA,Ambato,El Bolsón,10007030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,El Rodeo,10007040,47,,,,1,,,5,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,La Puerta,10007060,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,Las Chacritas,10007070,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,Los Talas,10007100,,,,,,,,,,,15,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,Los Varela,10007110,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ancasti,Ancasti,10014010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,Aconquija,10021010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,Andalgalá,10021020,,,,1,1,,,37,,,,,,50,,,,,,140,,,,,,537,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,Chaquiago,10021030,,,,,1,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,El Alamito,10021050,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,El Potrero,10021070,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,La Aguada,10021080,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,La Mesada,10021010,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Belén,10035020,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,El Durazno,10035050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Hualfín,10035070,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Las Juntas,10035100,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Londres,10035110,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Puerta de San José,10035140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Capayán,10042030,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Chumbicha,10042040,,,,,1,,,,,,,,,5,,,,,,109,,,,,,321,,,,,13,,,,,140,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Colonia del Valle,10042050,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,,,,,1,,,,,,,,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Coneta,10042080,,,,,1,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Huillapima,10042100,1,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Los Angeles,10042110,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Miraflores,10042120,,,,1,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,San Martín,10042130,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capital,El Pantanillo,10049020,,,,2,,,,,,,,,,,,,,,,2,,,,,,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,,,,1,,,,347,,,,,,1040,,,,,18,1779,,2,,,1,3519,,2179,,,241,,,,,2967,,,,2236,223,,,,,102,,,,,,,,,,,,,25940,,,,,,,,,,,,,,,,,,,,13167
CATAMARCA,El Alto,El Alto,10056010,,,,,1,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,El Alto,Tapso,10056050,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,6
CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,La Paz,Icaño,10070070,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,La Paz,Quirós,10070120,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,La Paz,Recreo,10070140,,,,,1,,,5,,,,,,6,,,,,,35,,,,,,265,,,,,42,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,889
CATAMARCA,La Paz,San Antonio,10070150,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Paclín,La Merced,10077050,,,,3,1,,,5,,,,,,1,,,,,,11,,,,,,52,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Paclín,La Viña,10077060,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Paclín,Las Lajas,10077070,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Paclín,San Antonio,10077100,,,,,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Pomán,Colpes,10084030,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Pomán,Mutquin,10084060,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Pomán,Pomán,10084070,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Pomán,San Miguel,10084090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Pomán,Saujil,10084100,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Pomán,Siján,10084110,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa María,La Loma,10091100,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa María,San José,10091140,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa María,Santa María,10091150,2150,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa Rosa,Alijilán,10098010,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa Rosa,Lavalle,10098040,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Santa Rosa,Los Altos,10098050,,,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Tinogasta,Fiambalá,10105110,,,,,1,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Tinogasta,Tinogasta,10105180,,,,1,1,,,4,,,,,,14,,,,,,94,,,,,,1225,,,,,47,,,,,865,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Valle Viejo,El Bañado,10112030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1
CATAMARCA,Valle Viejo,El Portezuelo,10112010,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Valle Viejo,Polcos,10112030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,47
CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,2
CATAMARCA,Valle Viejo,San Isidro,10112040,,,,,,,,,,,,,,5,,,,,,,,,,,,163,,,,,,,,,,221,,,,,,,,,,169,,,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,,372
CATAMARCA,Valle Viejo,Santa Rosa,10112030,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,353,,,,,,,,,,,,,,,,,,,,175
CATAMARCA,Valle Viejo,Sumalao,10112030,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Valle Viejo,Villa Dolores,10112030,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,24
CHACO,12 de Octubre,Gancedo,22036010,,,,2,,,,,,,,,,,,,,,12,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,12 de Octubre,General Capdevila,22036020,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,12 de Octubre,General Pinedo,22036030,,,,2,,,,4,,,,,,2,,,,,14,47,,,,,,536,,,,,12,,,,,38,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,1º de Mayo,Colonia Benítez,22126020,,,,1,,,,1,,,1,,,2,,,,,8,19,,,,,,108,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,1º de Mayo,Margarita Belén,22126030,,,,,,,,5,,,,,,43,,35,7,,,48,,,,,,293,,180,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,2 de Abril,Hermoso Campo,22039010,,,,29,,,,,,,,,,,,,,,35,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,2 de Abril,Itín,22039020,,,,,,,,,,,,,,,,,,,,28,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,25 de Mayo,Colonia Aborigen,22168010,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,25 de Mayo,Machagai,22168020,,,,,,,,4,,,,,,6,,,,,26,374,,,,,,545,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,9 de Julio,Las Breñas,22105010,1,,,1,,,,10,,,,,,52,,,,,11,302,,,,,,942,,,,,86,,,,,6,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Almirante Brown,Concepción del Bermejo,22007010,,,225,2,,111,,,25,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Almirante Brown,Los Frentones,22007020,,,,1,,,,,,,,,,,,,,,293,,,,,,,38,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Almirante Brown,Pampa del Infierno,22007030,2,,,4,,,,,,,,,,,,,,,1208,,,,,,,165,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Almirante Brown,Taco Pozo,22007050,,,,2,1,,,,,,,,,80,,,,,99,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Bermejo,General Vedia,22014010,,,,1,,,,1,,,,,,118,,,18,,30,9,,,,,,123,,75,,,8,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Bermejo,Isla del Cerrito,22014020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Bermejo,La Leonesa,22014030,,,,,,,,7,,,,,,232,,,26,,,71,,,,,,415,,,,,21,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Bermejo,Las Palmas,22014040,,,,1,,,,,,,,,,222,,,48,,,8,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,,,,,,,,,,,,,,40,,,7,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Bermejo,Puerto Eva Perón,22014070,,,,1,,,,,,,,,,41,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Chacabuco,Charata,22028010,,,,2,,,,17,,,,,,363,,,,,21,457,,,,,,2170,,,,,111,,,,,128,,,,,,,,,,40,,,,,,,,6,,,,,4,,,,,,,,,,,,,,,,,,,,
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,40,,,2,,,,148,,,,,,475,,,,,150,783,,,,,,1651,,,,,95,,,,,1387,,,,,758,,,,,92,,,,,,,,2,,,,,1293,,,,,,,,,,,,,,,,,,,,2679
CHACO,Fray Justo Santa María de Oro,Chorotis,22043010,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Fray Justo Santa María de Oro,Otros,Sin Datos,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,22043020,950,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Belgrano,Corzuela,22049010,,,,1,,,,3,,,,,,8,,,,,36,25,,,,,,117,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Donovan,La Escondida,22056010,,,,2,,,,,,,,,,,,,,,,215,,,,,,185,,,,,30,,,,,12,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CHACO,General Donovan,La Verde,22056020,,,,2,,,,,,,300,,,32,,,,,8,2,,,,,,9,,,,,8,,,,,10,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CHACO,General Donovan,Lapachito,22056030,,,,,,,,1,,,,,,27,,,,,,,,,,,,23,,,,,24,,,,,6,,,,,,,,,,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CHACO,General Donovan,Makallé,22056040,,,,1,,,,,,,,,,,,,,,,370,,,,,,38,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,El Espinillo,22063010,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,El Sauzal,22063020,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,El Sauzalito,22063030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Fortín Lavalle,22063040,,,,,,,,,,,,,,20,,,12,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Fuerte Esperanza,22063050,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Juan José Castelli,22063060,,,,,,,,5,,,,,,256,,,80,,43,158,,,,,,944,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Miraflores,22063070,,,,,,,,,,,,,,300,,,3,,2,,,,,,,145,,,,,167,,,,,6,,,,,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Nueva Pompeya,22063080,,,,3,,,,,,,,,,308,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Villa Río Bermejito,22063100,,,,2,,,,,,,,,,86,,,49,,32,13,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,General Güemes,Wichi,22063110,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Independencia,Avia Terai,22070010,,,,1,,,,1,,,,,,2,,,,,12,10,,,,,,66,,,,,12,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Independencia,Campo Largo,22070020,3,,,,,,,1,,,,,,4,,,,,12,27,,,,,,84,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
CHACO,Libertad,Laguna Blanca,22077030,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertad,Puerto Tirol,22077040,,,,,,,,7,,,59,,,24,,,,,75,73,,,,,,391,,90,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,,,,1,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertador General San Martín,General José de San Martín,22084020,,,,,,,,4,,,,,,119,,,35,,42,72,,,,220,,427,,77,,,47,,,,,1,,,,,,,,,,4296,,,,,,,,,,,,,1764,,,,,,,,,,,,,,,,,,,,62
CHACO,Libertador General San Martín,La Eduvigis,22084030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertador General San Martín,Laguna Limpia,22084040,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertador General San Martín,Pampa Almirón,22084050,,,,,,,,,,,,,,,,,,,11,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertador General San Martín,Pampa del Indio,22084060,,,,2,,,,,,,,,,16,,,1,,25,,,,,,,60,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Libertador General San Martín,Presidencia Roca,22084070,,,,2,,,,,,,,,,39,,,7,,12,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Maipú,Tres Isletas,22091010,,,,,,,,2,,,,,,31,,,3,,,81,,,,,,364,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,504,,,74,,,,,,,3,,,,,,,,13,145,,,,,,147,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
